2026-01-05 02:14:14 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5855388827621937, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:15 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.8661375232040882, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:17 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 1.425722822546959, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:25 - INFO: Const-add verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 8.61201986297965, infer_time: 1.4930738881230354, feed_back_iter: 0, tokens: 802
2026-01-05 02:14:27 - INFO: Verification failed with the loop bound: assume(i >= n + x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.5864735879004002, infer_time: 1.4834335930645466, tokens: 969
2026-01-05 08:00:09 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y + z && i1 >= z && i2 >= 0);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 6.635117053985596, feed_back_iter: 9, tokens: 1227
2026-01-05 08:00:10 - INFO: Lexical loop bound assume(i0 >= x + y && i1 >= z); has already been tried.
2026-01-05 08:01:12 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= y + z && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 1, infer_time: 1.558022417128086, feed_back_iter: 11, tokens: 1888
2026-01-05 08:02:12 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= y + z && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 2, infer_time: 1.558022417128086, feed_back_iter: 11, tokens: 1888
2026-01-05 08:03:12 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= y + z && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.558022417128086, feed_back_iter: 11, tokens: 1888
2026-01-05 08:04:12 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y && i1 >= y + z && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.558022417128086, feed_back_iter: 11, tokens: 1888
2026-01-05 08:04:14 - INFO: Lexical loop bound assume(i0 >= x + y + z && i1 >= y + z && i2 >= z); has already been tried.
2026-01-05 08:05:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x + z && i2 >= y + z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 1, infer_time: 6.898445188999176, feed_back_iter: 13, tokens: 1923
2026-01-05 08:06:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x + z && i2 >= y + z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 2, infer_time: 6.898445188999176, feed_back_iter: 13, tokens: 1923
2026-01-05 08:07:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x + z && i2 >= y + z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 3, infer_time: 6.898445188999176, feed_back_iter: 13, tokens: 1923
2026-01-05 08:08:21 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x + z && i2 >= y + z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 6.898445188999176, feed_back_iter: 13, tokens: 1923
2026-01-05 08:09:23 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + z && i1 >= x + y && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 1, infer_time: 1.8490149900317192, feed_back_iter: 14, tokens: 1347
2026-01-05 08:10:23 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + z && i1 >= x + y && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 2, infer_time: 1.8490149900317192, feed_back_iter: 14, tokens: 1347
2026-01-05 08:11:23 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + z && i1 >= x + y && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.8490149900317192, feed_back_iter: 14, tokens: 1347
2026-01-05 08:12:23 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y + z && i1 >= x + y && i2 >= z);, file: CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.8490149900317192, feed_back_iter: 14, tokens: 1347
2026-01-05 08:12:26 - INFO: Verification succeeded with the loop bound: assume(i >= 50);, file: term_17.bpl, invariant: CBC Bound-- 50, k: 0, invariant: None, verification_time: 0.3754393793642521, infer_time: 1.6315334402024746, feed_back_iter: 0, tokens: 738
2026-01-05 08:12:28 - INFO: Verification failed with the loop bound: assume(i >= x - y);, file: term_27.bpl , k: 1, feed_back_iter: 0, verification_time: 0.7947702929377556, infer_time: 1.5967729575932026, tokens: 778
2026-01-05 08:12:29 - INFO: Verification succeeded with the loop bound: assume(i >= x - y);, file: term_27.bpl, k: 2, invariant: -1 < i - ATTR$x$SUB$y && c1 - c2 <= -2 && -1 < c2, verification_time: 0.9013729244470596, infer_time: 1.5967729575932026, feed_back_iter: 0, tokens: 778
2026-01-05 08:12:31 - INFO: Verification succeeded with the loop bound: assume(i >= x + 1);, file: HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.bpl, k: 1, invariant: 4 < x - y && x - i <= -1, verification_time: 0.6668540388345718, infer_time: 1.462612770497799, feed_back_iter: 0, tokens: 737
2026-01-05 08:12:38 - INFO: Verification timed out with the loop bound: assume(i >= x1 / d1); assume(i >= x2 / d2); assume(i >= x3 / d3);, file: trex03_false-unreach-call_true-termination-modif.bpl, k: 1, infer_time: 6.721970599144697, feed_back_iter: 0, tokens: 860
2026-01-05 08:12:38 - INFO: Verification timed out with the loop bound: assume(i >= x1 / d1); assume(i >= x2 / d2); assume(i >= x3 / d3);, file: trex03_false-unreach-call_true-termination-modif.bpl, k: 2, infer_time: 6.721970599144697, feed_back_iter: 0, tokens: 860
2026-01-05 08:12:38 - INFO: Verification timed out with the loop bound: assume(i >= x1 / d1); assume(i >= x2 / d2); assume(i >= x3 / d3);, file: trex03_false-unreach-call_true-termination-modif.bpl, k: 3, infer_time: 6.721970599144697, feed_back_iter: 0, tokens: 860
2026-01-05 08:12:38 - INFO: Const-add verification timed out with the loop bound: assume(i >= x1 / d1); assume(i >= x2 / d2); assume(i >= x3 / d3);, file: trex03_false-unreach-call_true-termination-modif.bpl, const_part: 3, verification_time: 0.14223603904247284, infer_time: 6.721970599144697, feed_back_iter: 0, tokens: 860
2026-01-05 08:12:41 - INFO: Verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination-modif.bpl , k: 1, feed_back_iter: 1, verification_time: 0.8611721321940422, infer_time: 1.8885660246014595, tokens: 1149
2026-01-05 08:12:46 - INFO: Verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination-modif.bpl , k: 2, feed_back_iter: 1, verification_time: 4.874498005956411, infer_time: 1.8885660246014595, tokens: 1149
2026-01-05 08:13:46 - INFO: Verification timed out with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination-modif.bpl, k: 3, infer_time: 1.8885660246014595, feed_back_iter: 1, tokens: 1149
2026-01-05 08:14:17 - INFO: Const-add verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination-modif.bpl, const_part: 3, verification_time: 31.04668151587248, infer_time: 1.8885660246014595, feed_back_iter: 1, tokens: 1149
2026-01-05 08:14:20 - INFO: Loop bound assume(i >= x1 / d1); assume(i >= x2 / d2); assume(i >= x3 / d3); has already been tried.
2026-01-05 08:14:21 - INFO: Verification succeeded with the loop bound: assume(i >= x1 + x2 + x3);, file: trex03_false-unreach-call_true-termination-modif.bpl, k: 1, invariant: -3 < i - ATTR$x1$ADD$x2$ADD$x3, verification_time: 0.5349149107933044, infer_time: 1.265772245824337, feed_back_iter: 3, tokens: 1339
2026-01-05 08:14:24 - INFO: Verification failed with the loop bound: assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.9689087904989719, infer_time: 1.509947944432497, tokens: 777
2026-01-05 08:14:26 - INFO: Verification failed with the loop bound: assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 2.456499796360731, infer_time: 1.509947944432497, tokens: 777
2026-01-05 08:14:29 - INFO: Verification failed with the loop bound: assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 2.419608414173126, infer_time: 1.509947944432497, tokens: 777
2026-01-05 08:14:34 - INFO: Const-add verification failed with the loop bound: assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 4.77405833825469, infer_time: 1.509947944432497, feed_back_iter: 0, tokens: 777
2026-01-05 08:14:43 - INFO: Verification failed with the loop bound: assume(i >= x + y + d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 8.460741713643074, infer_time: 1.3646125718951225, tokens: 946
2026-01-05 08:14:55 - INFO: Verification failed with the loop bound: assume(i >= x + y + d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 11.908337146043777, infer_time: 1.3646125718951225, tokens: 946
2026-01-05 08:15:44 - INFO: Verification failed with the loop bound: assume(i >= x + y + d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 48.82173139601946, infer_time: 1.3646125718951225, tokens: 946
2026-01-05 08:16:13 - INFO: Const-add verification failed with the loop bound: assume(i >= x + y + d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 28.317767813801765, infer_time: 1.3646125718951225, feed_back_iter: 1, tokens: 946
2026-01-05 08:16:22 - INFO: Verification failed with the loop bound: assume(i >= x + y + d); assume(i >= x + y); assume(i >= x + d); assume(i >= y + d); assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 2, verification_time: 7.0105791836977005, infer_time: 2.281828850507736, tokens: 976
2026-01-05 08:17:13 - INFO: Verification failed with the loop bound: assume(i >= x + y + d); assume(i >= x + y); assume(i >= x + d); assume(i >= y + d); assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 2, verification_time: 50.65471497923136, infer_time: 2.281828850507736, tokens: 976
2026-01-05 08:18:10 - INFO: Verification failed with the loop bound: assume(i >= x + y + d); assume(i >= x + y); assume(i >= x + d); assume(i >= y + d); assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 2, verification_time: 56.966265220195055, infer_time: 2.281828850507736, tokens: 976
2026-01-05 08:19:10 - INFO: Const-add verification timed out with the loop bound: assume(i >= x + y + d); assume(i >= x + y); assume(i >= x + d); assume(i >= y + d); assume(i >= x); assume(i >= y); assume(i >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 56.966265220195055, infer_time: 2.281828850507736, feed_back_iter: 2, tokens: 976
2026-01-05 08:19:11 - INFO: Loop bound assume(i >= x + y + d); has already been tried.
2026-01-05 08:20:05 - INFO: Verification failed with the loop bound: assume(i >= x + y + d + 1);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 4, verification_time: 52.50582117587328, infer_time: 1.9381128177046776, tokens: 1112
2026-01-05 08:20:34 - INFO: Verification failed with the loop bound: assume(i >= x + y + d + 1);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 4, verification_time: 28.84183518216014, infer_time: 1.9381128177046776, tokens: 1112
2026-01-05 08:21:34 - INFO: Verification timed out with the loop bound: assume(i >= x + y + d + 1);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.9381128177046776, feed_back_iter: 4, tokens: 1112
2026-01-05 08:22:35 - INFO: Const-add verification timed out with the loop bound: assume(i >= x + y + d + 1);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 28.84183518216014, infer_time: 1.9381128177046776, feed_back_iter: 4, tokens: 1112
2026-01-05 08:23:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + d && i1 >= x + d && i2 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 1, infer_time: 1.6987655945122242, feed_back_iter: 5, tokens: 1210
2026-01-05 08:24:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + d && i1 >= x + d && i2 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 2, infer_time: 1.6987655945122242, feed_back_iter: 5, tokens: 1210
2026-01-05 08:25:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + d && i1 >= x + d && i2 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.6987655945122242, feed_back_iter: 5, tokens: 1210
2026-01-05 08:26:37 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y + d && i1 >= x + d && i2 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.6987655945122242, feed_back_iter: 5, tokens: 1210
2026-01-05 08:27:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 1, infer_time: 6.4813067726790905, feed_back_iter: 6, tokens: 1322
2026-01-05 08:28:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 2, infer_time: 6.4813067726790905, feed_back_iter: 6, tokens: 1322
2026-01-05 08:29:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 3, infer_time: 6.4813067726790905, feed_back_iter: 6, tokens: 1322
2026-01-05 08:30:44 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y && i1 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 6.4813067726790905, feed_back_iter: 6, tokens: 1322
2026-01-05 08:30:45 - INFO: Lexical loop bound assume(i0 >= x + y && i1 >= d); has already been tried.
2026-01-05 08:31:32 - INFO: Verification succeeded with the loop bound: assume(i0 >= x + y && i1 >= x + d && i2 >= d);, file: CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.bpl, k: 1, invariant: (i0 - ATTR$x$ADD$y <= -1 && y - i0 <= -2) || (i0 - ATTR$x$ADD$y <= -1 && -2 < y - i0 && y - i0 <= -1) || (i0 - ATTR$x$ADD$y <= -1 && -2 < y - i0 && -1 < y - i0 && d <= 0) || (i0 - ATTR$x$ADD$y <= -1 && -2 < y - i0 && -1 < y - i0 && 0 < d && y - i0 <= 0 && x - i1 <= -1) || -1 < i0 - ATTR$x$ADD$y, verification_time: 45.302511516958475, infer_time: 1.700938519090414, feed_back_iter: 8, tokens: 1713
2026-01-05 08:31:35 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y);, file: Thun_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.6476388052105904, infer_time: 1.3713362850248814, tokens: 749
2026-01-05 08:31:35 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y);, file: Thun_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.8370407000184059, infer_time: 1.3713362850248814, tokens: 749
2026-01-05 08:31:36 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y);, file: Thun_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 0.7820391319692135, infer_time: 1.3713362850248814, tokens: 749
2026-01-05 08:31:37 - INFO: Const-add verification failed with the loop bound: assume(i >= 2*x + y);, file: Thun_false-no-overflow.bpl, const_part: 3, verification_time: 0.8339215330779552, infer_time: 1.3713362850248814, feed_back_iter: 0, tokens: 749
2026-01-05 08:31:39 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1);, file: Thun_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.5683902502059937, infer_time: 1.1943040005862713, tokens: 921
2026-01-05 08:31:40 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1);, file: Thun_false-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 1.0480281487107277, infer_time: 1.1943040005862713, tokens: 921
2026-01-05 08:31:41 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1);, file: Thun_false-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 1.0786288492381573, infer_time: 1.1943040005862713, tokens: 921
2026-01-05 08:31:42 - INFO: Const-add verification failed with the loop bound: assume(i >= 2*x + y + 1);, file: Thun_false-no-overflow.bpl, const_part: 3, verification_time: 0.6748564951121807, infer_time: 1.1943040005862713, feed_back_iter: 1, tokens: 921
2026-01-05 08:31:45 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1); assume(i >= 0);, file: Thun_false-no-overflow.bpl , k: 1, feed_back_iter: 2, verification_time: 0.5765809454023838, infer_time: 2.6130435951054096, tokens: 930
2026-01-05 08:31:46 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1); assume(i >= 0);, file: Thun_false-no-overflow.bpl , k: 2, feed_back_iter: 2, verification_time: 0.7305047437548637, infer_time: 2.6130435951054096, tokens: 930
2026-01-05 08:31:46 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 1); assume(i >= 0);, file: Thun_false-no-overflow.bpl , k: 3, feed_back_iter: 2, verification_time: 0.7139652818441391, infer_time: 2.6130435951054096, tokens: 930
2026-01-05 08:32:46 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x + y + 1); assume(i >= 0);, file: Thun_false-no-overflow.bpl, const_part: 3, verification_time: 0.7139652818441391, infer_time: 2.6130435951054096, feed_back_iter: 2, tokens: 930
2026-01-05 08:32:48 - INFO: Loop bound assume(i >= 2*x + y + 1); assume(i >= 0); has already been tried.
2026-01-05 08:32:50 - INFO: Verification failed with the loop bound: assume(i >= 2*x + y + 2);, file: Thun_false-no-overflow.bpl , k: 1, feed_back_iter: 4, verification_time: 0.5991936139762402, infer_time: 1.5182362273335457, tokens: 1060
2026-01-05 08:32:55 - INFO: Verification succeeded with the loop bound: assume(i >= 2*x + y + 2);, file: Thun_false-no-overflow.bpl, k: 2, invariant: (0 < i && i - ATTR$2$MUL$x$ADD$y$ADD$2 <= -1 && x <= -1) || (0 < i && i - ATTR$2$MUL$x$ADD$y$ADD$2 <= -1 && -1 < x && -1 < y && x - i <= -6) || (0 < i && -1 < i - ATTR$2$MUL$x$ADD$y$ADD$2), verification_time: 4.602948907762766, infer_time: 1.5182362273335457, feed_back_iter: 4, tokens: 1060
2026-01-05 08:33:01 - INFO: Verification timed out with the loop bound: assume(i >= (1000000 - x) / (y * z - 1) + 1);, file: nonlin_mult_term_3.bpl, k: 1, infer_time: 6.5707932859659195, feed_back_iter: 0, tokens: 767
2026-01-05 08:33:02 - INFO: Verification timed out with the loop bound: assume(i >= (1000000 - x) / (y * z - 1) + 1);, file: nonlin_mult_term_3.bpl, k: 2, infer_time: 6.5707932859659195, feed_back_iter: 0, tokens: 767
2026-01-05 08:33:02 - INFO: Verification timed out with the loop bound: assume(i >= (1000000 - x) / (y * z - 1) + 1);, file: nonlin_mult_term_3.bpl, k: 3, infer_time: 6.5707932859659195, feed_back_iter: 0, tokens: 767
2026-01-05 08:33:02 - INFO: Const-add verification timed out with the loop bound: assume(i >= (1000000 - x) / (y * z - 1) + 1);, file: nonlin_mult_term_3.bpl, const_part: 3, verification_time: 0.12444082647562027, infer_time: 6.5707932859659195, feed_back_iter: 0, tokens: 767
2026-01-05 08:34:03 - INFO: Verification timed out with the loop bound: assume(i >= 1000000);, file: nonlin_mult_term_3.bpl, k: 1, infer_time: 1.1956778690218925, feed_back_iter: 1, tokens: 1046
2026-01-05 08:35:03 - INFO: Verification timed out with the loop bound: assume(i >= 1000000);, file: nonlin_mult_term_3.bpl, k: 2, infer_time: 1.1956778690218925, feed_back_iter: 1, tokens: 1046
2026-01-05 08:36:03 - INFO: Verification timed out with the loop bound: assume(i >= 1000000);, file: nonlin_mult_term_3.bpl, k: 3, infer_time: 1.1956778690218925, feed_back_iter: 1, tokens: 1046
2026-01-05 08:36:04 - INFO: Verification succeeded with the loop bound: assume(i >= 1000000);, file: nonlin_mult_term_3.bpl, const_part: 3, invariant: true, verification_time: 0.33845043927431107, infer_time: 1.1956778690218925, feed_back_iter: 1, tokens: 1046
2026-01-05 08:36:12 - INFO: Verification failed with the loop bound: assume(i >= 10 - y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl , k: 1, feed_back_iter: 0, verification_time: 6.970577821135521, infer_time: 1.1174302324652672, tokens: 745
2026-01-05 08:37:12 - INFO: Verification timed out with the loop bound: assume(i >= 10 - y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 2, infer_time: 1.1174302324652672, feed_back_iter: 0, tokens: 745
2026-01-05 08:38:12 - INFO: Verification timed out with the loop bound: assume(i >= 10 - y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 3, infer_time: 1.1174302324652672, feed_back_iter: 0, tokens: 745
2026-01-05 08:39:12 - INFO: Const-add verification timed out with the loop bound: assume(i >= 10 - y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, const_part: 3, verification_time: 6.970577821135521, infer_time: 1.1174302324652672, feed_back_iter: 0, tokens: 745
2026-01-05 08:39:13 - INFO: Loop bound assume(i >= 10 - y); has already been tried.
2026-01-05 08:39:14 - INFO: Loop bound assume(i >= 10 - y); has already been tried.
2026-01-05 08:39:22 - INFO: Verification failed with the loop bound: assume(i >= 10 - y); assume(i >= 1);, file: 3pieces_Caterina_TACAS16_modif_1.bpl , k: 1, feed_back_iter: 3, verification_time: 7.043430335819721, infer_time: 1.2116420455276966, tokens: 962
2026-01-05 08:40:23 - INFO: Verification timed out with the loop bound: assume(i >= 10 - y); assume(i >= 1);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 2, infer_time: 1.2116420455276966, feed_back_iter: 3, tokens: 962
2026-01-05 08:41:23 - INFO: Verification timed out with the loop bound: assume(i >= 10 - y); assume(i >= 1);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 3, infer_time: 1.2116420455276966, feed_back_iter: 3, tokens: 962
2026-01-05 08:42:23 - INFO: Const-add verification timed out with the loop bound: assume(i >= 10 - y); assume(i >= 1);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, const_part: 3, verification_time: 7.043430335819721, infer_time: 1.2116420455276966, feed_back_iter: 3, tokens: 962
2026-01-05 08:42:24 - INFO: Loop bound assume(i >= 10 - y); assume(i >= 1); has already been tried.
2026-01-05 08:43:26 - INFO: Verification timed out with the loop bound: assume(i0 >= -y + 1 && i1 >= 10);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 1, infer_time: 1.9772110618650913, feed_back_iter: 5, tokens: 1213
2026-01-05 08:44:26 - INFO: Verification timed out with the loop bound: assume(i0 >= -y + 1 && i1 >= 10);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 2, infer_time: 1.9772110618650913, feed_back_iter: 5, tokens: 1213
2026-01-05 08:45:26 - INFO: Verification timed out with the loop bound: assume(i0 >= -y + 1 && i1 >= 10);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 3, infer_time: 1.9772110618650913, feed_back_iter: 5, tokens: 1213
2026-01-05 08:46:26 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= -y + 1 && i1 >= 10);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, const_part: 3, verification_time: 0, infer_time: 1.9772110618650913, feed_back_iter: 5, tokens: 1213
2026-01-05 08:47:28 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= -y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 1, infer_time: 1.7935137711465359, feed_back_iter: 6, tokens: 1239
2026-01-05 08:48:29 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= -y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 2, infer_time: 1.7935137711465359, feed_back_iter: 6, tokens: 1239
2026-01-05 08:49:29 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= -y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 3, infer_time: 1.7935137711465359, feed_back_iter: 6, tokens: 1239
2026-01-05 08:50:29 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 10 && i1 >= -y);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, const_part: 3, verification_time: 0, infer_time: 1.7935137711465359, feed_back_iter: 6, tokens: 1239
2026-01-05 08:51:30 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= 10 - x);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 1, infer_time: 1.3809933215379715, feed_back_iter: 7, tokens: 1238
2026-01-05 08:52:30 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= 10 - x);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 2, infer_time: 1.3809933215379715, feed_back_iter: 7, tokens: 1238
2026-01-05 08:53:30 - INFO: Verification timed out with the loop bound: assume(i0 >= 10 && i1 >= 10 - x);, file: 3pieces_Caterina_TACAS16_modif_1.bpl, k: 3, infer_time: 1.3809933215379715, feed_back_iter: 7, tokens: 1238
